7,13,26,38,62,87,362.22,6799.8,148.52,683.58,229.12,172.02
6,13,20,25,27,38,180.29,6738.2,289.86,209.05,111.88,816.42
6,13,20,25,27,32,239.31,6754.6,276.35,182.47,117.95,139.48
6,13,20,26,31,38,233.95,6719.7,257.13,165.68,102.03,722.48
6,13,20,26,31,38,191.38,6683.5,278.26,186.52,133.38,626.02
7,13,25,38,62,87,362.72,6731,173.28,687.97,211.86,138.71
7,13,25,27,32,38,262.39,6670.9,201.54,127.65,119.5,688.79
7,13,19,26,38,62,436.44,6794.9,314.2,134.2,657.41,230.78
7,13,19,26,38,62,287.17,6739,381.67,168.84,737.73,268.24
7,13,25,38,62,87,365.02,6850.4,125.47,683.78,225.38,147.22
13,20,38,44,62,86,6742.1,282.7,816.18,139.11,274.15,145.57
6,13,20,26,32,38,263.77,6823.6,228.55,122.11,119.12,673.51
6,13,20,38,62,86,142.39,6711.1,286.55,754.98,244.73,156.77
6,13,20,27,31,38,227.7,6746.3,242.61,110.97,120.42,609.84
13,26,38,43,62,87,6735.3,133.27,715.6,109.59,178.82,162.66
13,26,38,62,86,10108,6759.3,142.86,612.19,202.39,155.98,155.98
7,13,19,25,38,62,398.68,6815.8,327.55,147.21,646.94,208.51
7,13,19,25,31,38,346,6803.2,366.92,176.48,131.51,628.15
7,13,26,38,62,86,348.87,6882.6,132.43,659.64,228,158.17
7,13,31,38,62,87,239.54,6797.4,124.45,700.89,243.19,149.48
6,13,20,25,32,38,257.66,6863,212.38,160.62,102.17,649.08
6,13,20,38,62,86,102.97,6735.7,281.36,696.86,288.04,165.1
6,13,20,26,31,38,246.38,6820.1,204.98,137.65,108.73,606.76
13,20,25,38,62,86,6738.9,252.11,168.18,725.95,247.34,189.08
13,25,38,62,86,10099,6834,175.58,597.53,233.76,144.03,144.03
7,13,19,26,38,62,316.56,6812.7,349.59,128.72,679.64,198.58
7,13,19,26,31,38,364.95,6887.4,338.36,143.4,134.87,586.38
7,13,19,25,38,62,300.98,6886.8,300.77,139.12,669.42,187.72
7,13,27,38,62,86,301.32,6866.6,118.61,606.01,200.26,151.17
6,13,20,26,32,38,228.49,6885.2,207.71,111.27,108.07,620.62
13,20,26,32,38,62,6800.6,252.85,144.35,130.51,577.85,218.73
6,13,20,38,62,86,231.62,6871.8,202.37,588.3,221.6,167.56
6,13,20,26,32,38,106.54,6807.3,254.31,138.8,103.25,648.71
13,26,38,62,86,10090,6918.6,102.46,587.31,224.13,172.1,172.1
7,13,19,25,38,62,248.02,6861.4,340.84,168.23,672.63,271.99
7,13,19,25,31,38,379.21,6965.9,310.9,148.04,110.21,591.14
7,13,19,26,38,44,252.02,6906.8,337.63,140.49,716.29,125.95
7,13,19,26,38,62,326.28,6941.2,287.99,139.55,585.13,226.86
13,20,25,38,62,86,6886.8,217.98,176.45,644.7,195.25,170.24
13,20,25,28,32,38,6879.7,218.96,187.84,100.88,125.3,537.14
6,13,20,26,38,62,202.3,6905.6,205.42,136.61,585.87,197.1
6,13,20,26,38,62,150.61,6887.2,236.98,162.22,557.5,196.1
13,25,38,62,86,10081,6975.6,154.32,565.38,215.89,181.72,181.72
7,13,19,25,27,32,210.47,6922.1,311.77,174.21,105.82,104.79
7,13,19,26,31,38,368.52,7022.4,294.75,103.62,106.32,580.04
7,13,19,26,38,62,232.83,6925.1,361.38,120.3,675.35,270.95
7,13,19,25,38,62,339.43,6986.2,281.02,118.62,571.99,235.13
